Date,Neg_Count,Pos_Count,favorites,Count,growthgap,job_change,negcount1day,poscount1day,favcount1day,econcount1day,change1day
2020-06-16,514,488,1387,172,0.0,2833.0,559.0,550.0,1498.0,209.0,0.030299979867123118
2020-06-17,442,494,1943,135,0.0,2833.0,514.0,488.0,1387.0,172.0,-0.007987828071510201
2020-06-18,500,529,460,115,0.0,2833.0,442.0,494.0,1943.0,135.0,-0.007673448594262324
2020-06-19,515,573,669,126,0.0,2833.0,500.0,529.0,460.0,115.0,0.00570949324215342
2020-06-22,259,299,1015,84,0.0,2833.0,515.0,573.0,669.0,126.0,-0.01760193525798144
2020-06-23,283,328,754,101,0.0,2833.0,259.0,299.0,1015.0,84.0,0.008539238286957353
2020-06-24,484,388,1666,127,0.0,2833.0,283.0,328.0,754.0,101.0,-0.004593447956872621
2020-06-25,384,405,213,104,0.0,2833.0,484.0,388.0,1666.0,127.0,-0.01855796540149755
2020-06-26,361,371,726,94,0.0,2833.0,384.0,405.0,213.0,104.0,0.012785448314495651
2020-06-29,196,275,791,74,0.0,2833.0,361.0,371.0,726.0,94.0,-0.019956885288737958
2020-06-30,373,385,616,63,0.0,2833.0,196.0,275.0,791.0,74.0,0.010119106864403815
2020-07-01,370,428,218,113,0.0,2833.0,373.0,385.0,616.0,63.0,0.014375472877397297
2020-07-02,424,591,210,120,0.0,4846.0,370.0,428.0,218.0,113.0,0.0030687728139031194
2020-07-06,276,373,1340,95,0.0,4846.0,424.0,591.0,210.0,120.0,-0.006396384928716875
2020-07-07,391,514,241,86,0.0,4846.0,276.0,373.0,1340.0,95.0,0.0021493820526598817
2020-07-08,374,417,709,141,0.0,4846.0,391.0,514.0,241.0,86.0,-0.005073244974316771
2020-07-09,382,473,665,116,0.0,4846.0,374.0,417.0,709.0,141.0,0.004990305457550596
2020-07-10,451,561,263,102,0.0,4846.0,382.0,473.0,665.0,116.0,-0.007764171190506184
2020-07-13,479,587,272,148,0.0,4846.0,451.0,561.0,263.0,102.0,0.010435557252394045
2020-07-14,331,404,4459,83,0.0,4846.0,479.0,587.0,272.0,148.0,-0.016524536906881642
2020-07-15,230,327,4511,54,0.0,4846.0,331.0,404.0,4459.0,83.0,0.017938078518991398
2020-07-16,416,553,254,143,0.0,4846.0,230.0,327.0,4511.0,54.0,-0.001736918830061109
2020-07-17,372,492,202,84,0.0,4846.0,416.0,553.0,254.0,143.0,0.0031270521279589732
2020-07-20,301,440,8107,98,0.0,4846.0,372.0,492.0,202.0,84.0,-0.0004970796570149378
2020-07-21,336,547,9291,90,0.0,4846.0,301.0,440.0,8107.0,98.0,0.008991071150794843
2020-07-22,211,224,5838,53,0.0,4846.0,336.0,547.0,9291.0,90.0,-0.004411088987593805
2020-07-23,258,359,5750,93,0.0,4846.0,211.0,224.0,5838.0,53.0,0.0069003758240404455
2020-07-24,286,301,3003,62,0.0,4846.0,258.0,359.0,5750.0,93.0,-0.010751370723190636
2020-07-27,378,489,200,93,0.0,4846.0,286.0,301.0,3003.0,62.0,-0.0002181025081788228
2020-07-28,464,509,252,105,0.0,4846.0,378.0,489.0,200.0,93.0,0.0049435686969500105
2020-07-29,500,498,240,92,0.0,4846.0,464.0,509.0,252.0,105.0,-0.003907824954253607
2020-07-30,437,463,274,104,1.5,4846.0,500.0,498.0,240.0,92.0,0.009313299391531108
2020-07-31,355,513,252,86,1.5,4846.0,437.0,463.0,274.0,104.0,0.006399502951227097
2020-08-03,448,834,238,136,1.5,4846.0,355.0,513.0,252.0,86.0,0.0019024240564590503
2020-08-04,494,755,309,123,1.5,4846.0,448.0,834.0,238.0,136.0,0.0014315302144250347
2020-08-05,489,749,300,143,1.5,4846.0,494.0,755.0,309.0,123.0,0.006710181174891687
2020-08-06,491,745,312,145,1.5,4846.0,489.0,749.0,300.0,143.0,0.0019307931336168766
2020-08-07,426,640,281,134,1.5,1726.0,491.0,745.0,312.0,145.0,0.008598108060247387
2020-08-10,429,642,239,93,1.5,1726.0,426.0,640.0,281.0,134.0,0.0038706192990879155
2020-08-11,377,476,259,111,1.5,1726.0,429.0,642.0,239.0,93.0,0.001522115442010359
2020-08-12,445,581,274,136,1.5,1726.0,377.0,476.0,259.0,111.0,-0.012023155707288144
2020-08-13,405,616,261,108,1.5,1726.0,445.0,581.0,274.0,136.0,0.005962318149296446
2020-08-14,562,704,278,130,1.5,1726.0,405.0,616.0,261.0,108.0,0.0006535753542674621
2020-08-17,412,677,216,126,1.5,1726.0,562.0,704.0,278.0,130.0,0.0012782021937515233
2020-08-18,284,462,224,85,1.5,1726.0,412.0,677.0,216.0,126.0,-8.877315499784789e-05
2020-08-19,358,523,235,103,1.5,1726.0,284.0,462.0,224.0,85.0,0.0008866820358219879
2020-08-20,381,475,254,104,1.5,1726.0,358.0,523.0,235.0,103.0,-0.0053679398318831825
2020-08-21,394,463,259,119,1.5,1726.0,381.0,475.0,254.0,104.0,0.00870706106870217
2020-08-24,311,447,257,109,1.5,1726.0,394.0,463.0,259.0,119.0,0.004616477272727279
2020-08-25,307,416,233,86,1.5,1726.0,311.0,447.0,257.0,109.0,0.002338360809072873
2020-08-26,438,693,310,159,1.5,1726.0,307.0,416.0,233.0,86.0,0.0017174628125637699
2020-08-27,492,688,341,146,0.3,1726.0,438.0,693.0,310.0,159.0,0.008150597517113363
2020-08-28,312,518,265,129,0.3,1726.0,492.0,688.0,341.0,146.0,-0.000516484462425775
2020-08-31,563,861,325,139,0.3,1726.0,312.0,518.0,265.0,129.0,0.0032623626373625985
2020-09-01,431,713,563,91,0.3,1726.0,563.0,861.0,325.0,139.0,-0.002968460111317313
2020-09-02,571,658,371,151,0.3,1726.0,431.0,713.0,563.0,91.0,0.006824476742526037
2020-09-03,683,764,450,243,0.3,1726.0,571.0,658.0,371.0,151.0,0.008543152789917309
2020-09-04,773,882,455,307,0.3,1583.0,683.0,764.0,450.0,243.0,-0.029448956079467268
2020-09-08,425,529,283,160,0.3,1583.0,773.0,882.0,455.0,307.0,-0.010285152977205104
2020-09-09,448,495,306,131,0.3,1583.0,425.0,529.0,283.0,160.0,-0.010394701672062013
2020-09-10,482,522,284,154,0.3,1583.0,448.0,495.0,306.0,131.0,0.00663605391793811
2020-09-11,494,540,248,135,0.3,1583.0,482.0,522.0,284.0,154.0,-0.02319934468433681
2020-09-14,187,243,812,43,0.3,1583.0,494.0,540.0,248.0,135.0,-0.005240902864629834
2020-09-15,479,528,264,109,0.3,1583.0,187.0,243.0,812.0,43.0,0.0028741592343475967
2020-09-16,561,750,319,139,0.3,1583.0,479.0,528.0,264.0,109.0,-0.0027849437148217307
2020-09-17,517,661,267,121,0.3,1583.0,561.0,750.0,319.0,139.0,-0.007876782524669845
2020-09-18,312,360,842,84,0.3,1583.0,517.0,661.0,267.0,121.0,0.006835351960666665
2020-09-21,520,468,275,99,0.3,1583.0,312.0,360.0,842.0,84.0,-0.014074007812267132
2020-09-22,227,331,185,45,0.3,1583.0,520.0,468.0,275.0,99.0,0.003899293828676815
2020-09-23,619,691,350,147,0.3,1583.0,227.0,331.0,185.0,45.0,0.005265240283653464
2020-09-24,424,469,248,136,0.3,1583.0,619.0,691.0,350.0,147.0,-0.02496222423692956
2020-09-25,278,250,128,60,0.3,1583.0,424.0,469.0,248.0,136.0,0.007097939107153891
2020-09-28,247,385,155,69,0.3,1583.0,278.0,250.0,128.0,60.0,0.01906503813007637
2020-09-29,332,392,208,110,0.3,1583.0,247.0,385.0,155.0,69.0,0.002910989736510325
2020-09-30,239,391,177,76,0.0,1583.0,332.0,392.0,208.0,110.0,-0.004790849477498047
2020-10-01,308,392,507,89,0.0,1583.0,239.0,391.0,177.0,76.0,0.005403944879762261
2020-10-02,271,364,204,79,0.0,716.0,308.0,392.0,507.0,89.0,-0.0019248423109952245
2020-10-05,320,420,153,97,0.0,716.0,271.0,364.0,204.0,79.0,0.006451612903225766
2020-10-06,294,410,216,86,0.0,716.0,320.0,420.0,153.0,97.0,0.01100993870142233
2020-10-07,320,419,208,112,0.0,716.0,294.0,410.0,216.0,86.0,-0.014650937012738719
2020-10-08,310,434,235,75,0.0,716.0,320.0,419.0,208.0,112.0,0.00780787885957644
2020-10-09,338,494,233,91,0.0,716.0,310.0,434.0,235.0,75.0,0.002712556511593845
2020-10-12,314,443,209,77,0.0,716.0,338.0,494.0,233.0,91.0,0.003733070957286782
2020-10-13,282,433,234,100,0.0,716.0,314.0,443.0,209.0,77.0,0.008123802168254332
2020-10-14,419,529,247,94,0.0,716.0,282.0,433.0,234.0,100.0,-0.006103099806971663
2020-10-15,417,562,284,121,0.0,716.0,419.0,529.0,247.0,94.0,-0.00803991446899499
2020-10-16,364,524,251,113,0.0,716.0,417.0,562.0,284.0,121.0,0.011026737656745571
2020-10-19,155,204,108,56,0.0,716.0,364.0,524.0,251.0,113.0,-0.0047856487849609105
2020-10-20,532,454,232,95,0.0,716.0,155.0,204.0,108.0,56.0,-0.019044887422916927
2020-10-21,502,634,324,121,0.0,716.0,532.0,454.0,232.0,95.0,-0.00023292377569435766
2020-10-22,307,524,273,65,0.0,716.0,502.0,634.0,324.0,121.0,-0.0017475897824249726
2020-10-23,228,449,227,96,0.0,716.0,307.0,524.0,273.0,65.0,0.0048110566829952005
2020-10-26,228,336,202,58,0.0,716.0,228.0,449.0,227.0,96.0,-0.000433613736883283
2020-10-27,297,372,230,51,0.0,716.0,228.0,336.0,202.0,58.0,-0.008008651682109166
2020-10-28,370,456,282,121,0.0,716.0,297.0,372.0,230.0,51.0,-0.004532611255003425
2020-10-29,327,403,259,114,0.3,716.0,370.0,456.0,282.0,121.0,-0.01638060825052694
2020-10-30,324,322,215,125,0.3,716.0,327.0,403.0,259.0,114.0,0.00939096387384905
2020-11-02,196,269,155,62,0.3,716.0,324.0,322.0,215.0,125.0,-0.005300353356890314
2020-11-03,256,318,172,91,0.3,716.0,196.0,269.0,155.0,62.0,0.0
2020-11-04,226,243,190,74,0.3,716.0,256.0,318.0,172.0,91.0,0.0070124966286073155
2020-11-05,9,14,12,4,0.3,716.0,226.0,243.0,190.0,74.0,0.007862465528369438
2020-11-06,95,70,57,14,0.3,680.0,9.0,14.0,12.0,4.0,0.002863360439812164
2020-11-09,276,398,376,144,0.3,680.0,95.0,70.0,57.0,14.0,0.0006572743120053103
2020-11-10,205,308,275,75,0.3,680.0,276.0,398.0,376.0,144.0,-0.025853779157622943
2020-11-11,187,238,207,64,0.3,680.0,205.0,308.0,275.0,75.0,0.0015559138872387093
2020-11-12,301,390,279,75,0.3,680.0,187.0,238.0,207.0,64.0,0.0007575757575758661
2020-11-13,316,436,532,80,0.3,680.0,301.0,390.0,279.0,75.0,-0.0066651667697845895
2020-11-16,196,341,16019,70,0.3,680.0,316.0,436.0,532.0,80.0,0.00796577251104805
2020-11-17,226,290,5330,65,0.3,680.0,196.0,341.0,16019.0,70.0,0.004404676159343939
2020-11-18,357,496,3540,97,0.3,680.0,226.0,290.0,5330.0,65.0,0.0018057060310580804
2020-11-19,365,504,1250,104,0.3,680.0,357.0,496.0,3540.0,97.0,-0.012828683051176338
2020-11-20,297,530,406,104,0.3,680.0,365.0,504.0,1250.0,104.0,0.006130483689538666
2020-11-23,343,725,462,136,0.3,680.0,297.0,530.0,406.0,104.0,-0.006069930069930114
2020-11-24,524,923,646,182,0.3,680.0,343.0,725.0,462.0,136.0,0.000503806538289316
2020-11-25,715,1351,1090,277,0.3,680.0,524.0,923.0,646.0,182.0,0.008356236639738064
2020-11-27,822,1278,1580,229,0.3,680.0,715.0,1351.0,1090.0,277.0,-0.0012943023159749138
2020-11-30,933,1428,986,322,0.3,680.0,822.0,1278.0,1580.0,229.0,-0.000467238346525833
2020-12-01,879,1240,798,220,0.3,680.0,933.0,1428.0,986.0,322.0,-0.002122205991786737
2020-12-02,801,1181,650,222,0.3,680.0,879.0,1240.0,798.0,220.0,0.0012309543999780852
2020-12-03,385,500,282,112,0.3,680.0,801.0,1181.0,650.0,222.0,0.0053999232498219045
2020-12-04,357,666,545,135,0.3,264.0,385.0,500.0,282.0,112.0,2.727173557322708e-05
2020-12-07,513,806,306,144,0.3,264.0,357.0,666.0,545.0,135.0,0.006887727322225932
2020-12-08,495,897,333,152,0.3,264.0,513.0,806.0,306.0,144.0,0.00018969161563057063
2020-12-09,576,779,334,138,0.3,264.0,495.0,897.0,333.0,152.0,0.006662678124660036
2020-12-10,521,819,310,145,0.3,264.0,576.0,779.0,334.0,138.0,-0.010866048317515026
2020-12-11,708,1135,252,209,0.3,264.0,521.0,819.0,310.0,145.0,0.0037222541533240647
2020-12-14,435,712,173,169,0.3,264.0,708.0,1135.0,252.0,209.0,0.003836667580159041
2020-12-15,294,574,163,102,0.3,264.0,435.0,712.0,173.0,169.0,-0.010796440972222118
2020-12-16,527,778,247,199,0.3,264.0,294.0,574.0,163.0,102.0,0.005960805661404458
2020-12-17,280,431,885,72,0.3,264.0,527.0,778.0,247.0,199.0,0.0009464063598507997
2020-12-18,186,304,2765,48,0.3,264.0,280.0,431.0,885.0,72.0,0.000806581706726922
2020-12-21,362,645,187,108,0.3,264.0,186.0,304.0,2765.0,48.0,-0.004825188020594712
2020-12-22,465,696,202,124,0.0,264.0,362.0,645.0,187.0,108.0,0.007918459051428847
2020-12-23,536,793,224,161,0.0,264.0,465.0,696.0,202.0,124.0,-0.0026343662583850807
2020-12-24,576,718,321,212,0.0,264.0,536.0,793.0,224.0,161.0,-0.001927880960138969
2020-12-28,432,681,201,168,0.0,264.0,576.0,718.0,321.0,212.0,0.002499456639860943
2020-12-29,495,778,271,133,0.0,264.0,432.0,681.0,201.0,168.0,0.0011567224404153626
2020-12-30,351,660,168,119,0.0,264.0,495.0,778.0,271.0,133.0,-0.006286616195393443
2020-12-31,530,791,207,144,0.0,264.0,351.0,660.0,168.0,119.0,-0.0009400010742868504
2021-01-04,355,684,144,113,0.0,264.0,530.0,791.0,207.0,144.0,0.0056485018021411116
2021-01-05,468,860,144,166,0.0,264.0,355.0,684.0,144.0,113.0,-0.01737230556073641
2021-01-06,302,425,280,79,0.0,264.0,468.0,860.0,144.0,166.0,0.00877478945938593
2021-01-07,328,567,373,124,0.0,264.0,302.0,425.0,280.0,79.0,0.010386519163668909
2021-01-08,424,644,365,139,0.0,-227.0,328.0,567.0,373.0,124.0,0.007976601967561819
2021-01-11,390,641,816,111,0.0,-227.0,424.0,644.0,365.0,139.0,0.0017604246039045058
2021-01-12,318,616,564,107,0.0,-227.0,390.0,641.0,816.0,111.0,0.002223104406510454
2021-01-13,695,1078,2090,173,0.0,-227.0,318.0,616.0,564.0,107.0,-0.0003167146137401477
2021-01-14,732,1175,2319,189,0.0,-227.0,695.0,1078.0,2090.0,173.0,0.002904750587551884
2021-01-15,725,1325,2631,239,0.0,-227.0,732.0,1175.0,2319.0,189.0,-0.0055965737407708965
2021-01-19,701,1066,1798,195,0.0,-227.0,725.0,1325.0,2631.0,239.0,-0.002707581227436925
2021-01-20,718,1085,1781,178,0.0,-227.0,701.0,1066.0,1798.0,195.0,0.000819368821694778
2021-01-21,822,1297,1188,200,0.0,-227.0,718.0,1085.0,1781.0,178.0,0.0072944819081104464
2021-01-22,1743,2524,1556,419,0.0,-227.0,822.0,1297.0,1188.0,200.0,-0.0006502119691019272
2021-01-25,2959,4338,3879,828,0.0,-227.0,1743.0,2524.0,1556.0,419.0,0.0016481360366252336
2021-01-26,2794,3335,2106,686,0.0,-227.0,2959.0,4338.0,3879.0,828.0,0.0018766127140510608
2021-01-27,5737,6770,145439,1525,0.0,-227.0,2794.0,3335.0,2106.0,686.0,-0.004203315949248864
2021-01-28,16641,13053,222363,5046,0.1,-227.0,5737.0,6770.0,145439.0,1525.0,-0.01528062700541792
2021-01-29,4253,3727,1951,1049,0.1,-227.0,16641.0,13053.0,222363.0,5046.0,0.0033744287384418693
2021-02-01,1880,1933,947723,422,0.1,-227.0,4253.0,3727.0,1951.0,1049.0,-0.014801799643265988
2021-02-02,3893,3505,1043095,759,0.1,-227.0,1880.0,1933.0,947723.0,422.0,0.006716258161190171
2021-02-03,1544,1795,476223,378,0.1,-227.0,3893.0,3505.0,1043095.0,759.0,0.005004609508758156
2021-02-04,4073,3846,439712,740,0.1,-227.0,1544.0,1795.0,476223.0,378.0,-0.0015296717089178019
